,stop_route_id,average_boardings
10669,40002 S419,0.2143
787,30750 97,0.2143
6773,10419 S429,0.2143
10580,40554 40,0.2143
10701,60796 694,0.2143
4045,10595 S404,0.2143
3256,50490 93,0.2143
10531,40359 40,0.2143
10733,10617 46,0.2143
6714,60812 98,0.2143
8705,40182 S419,0.2143
4812,40664 40,0.2143
5226,60163 S436,0.2143
8302,40200 85,0.2143
10862,40552 S417,0.2143
6906,50831 56,0.2143
10691,10066 S404,0.2143
10992,50730 S401,0.2143
10875,40118 S419,0.2143
10744,20540 28,0.2143
3289,30176 S429,0.2143
8628,50030 50,0.2143
4831,40078 46,0.2143
1763,40025 90,0.2143
10745,30663 31,0.2143
8502,50318 57,0.2143
6758,50093 96,0.2143
8291,40158 S419,0.2143
8365,61275 693,0.2143
3259,60180 693,0.2143
10869,10205 S414,0.2143
7582,40679 85,0.2142
3713,50456 16,0.2142
2910,40688 90,0.2142
655,10177 68,0.2142
6172,60547 66,0.2142
3743,10119 68,0.2142
4399,61155 74,0.2
1493,20524 11,0.2
1959,30425 33,0.2
2183,20412 21,0.2
6660,20348 21,0.19990000000000002
5355,20334 21,0.1857
7733,40800 89,0.1857
5266,20374 21,0.1571
10933,50434 58,0.1429
9255,20340 83,0.1429
9017,20498 98,0.1429
8085,61048 677,0.1429
9983,10785 S425,0.1429
8386,61239 677,0.1429
7409,40164 42,0.1429
10927,30618 34,0.1429
9992,50461 54,0.1429
8720,50191 96,0.1429
4853,50917 59,0.1429
10108,50764 59,0.1429
3428,60592 65,0.1429
7414,20266 98,0.1429
4734,40619 S412,0.1429
7416,10491 S429,0.1429
7915,40718 89,0.1429
7320,60875 691,0.1429
7912,60546 65,0.1429
8103,60555 67,0.1429
6291,60648 98,0.1429
4667,61122 642,0.1429
6297,50794 93,0.1429
7370,40015 S419,0.1429
6577,40085 89,0.1429
7716,50585 S408,0.1429
10011,61043 691,0.1429
5823,30781 32,0.1429
8071,61065 98,0.1429
9031,10303 S429,0.1429
10943,40416 S412,0.1429
10010,40637 48,0.1429
7350,20346 83,0.1429
8068,60779 690,0.1429
10729,10158 57,0.1429
10008,40862 S412,0.1429
453,50355 96,0.1429
10077,50781 96,0.1429
1666,50955 59,0.1429
7368,50373 96,0.1429
6968,20429 28,0.1429
8084,40690 S433,0.1429
3111,50751 49,0.1429
8444,50721 58,0.1429
7107,50979 S408,0.1429
6558,30119 S429,0.1429
7552,20403 25,0.1429
5547,30885 97,0.1429
6476,50701 54,0.1429
10853,50981 54,0.1429
9640,50980 S408,0.1429
9188,10764 56,0.1429
9638,60266 694,0.1429
10906,10835 30,0.1429
3756,50397 676,0.1429
32,20334 11,0.1429
7632,50829 56,0.1429
8406,40110 48,0.1429
7640,50699 54,0.1429
7545,10701 34,0.1429
8405,40110 46,0.1429
9769,50321 57,0.1429
5523,50191 93,0.1429
4400,60434 S409,0.1429
9783,50716 58,0.1429
7968,50780 96,0.1429
6282,40613 85,0.1429
10833,40398 41,0.1429
7602,60600 65,0.1429
1734,40026 90,0.1429
2734,20226 83,0.1429
6450,60176 693,0.1429
1790,10655 S409,0.1429
6894,50354 57,0.1429
9657,40704 S433,0.1429
9655,50326 57,0.1429
9161,60501 67,0.1429
6038,20403 83,0.1429
9712,30957 35,0.1429
10900,40407 41,0.1429
5574,50910 16,0.1429
2399,60774 690,0.1429
9698,40661 40,0.1429
2397,20510 82,0.1429
10870,10546 57,0.1429
7631,50935 93,0.1429
8545,20248 98,0.1429
6923,50964 58,0.1429
5516,50627 54,0.1429
4419,60555 79,0.1429
5085,50177 56,0.1429
9909,40041 S419,0.1429
8040,40183 S419,0.1429
6955,60777 690,0.1429
634,60613 98,0.1429
9914,11030 S425,0.1429
9916,60717 691,0.1429
4224,10789 S429,0.1429
9920,40705 40,0.1429
8042,50376 57,0.1429
9901,60495 67,0.1429
9215,20475 83,0.1429
612,50902 96,0.1429
4457,50787 59,0.1429
3958,30502 71,0.1429
5611,60539 65,0.1429
9934,30650 31,0.1429
7688,20341 83,0.1429
4871,60502 79,0.1429
7680,50373 57,0.1429
9898,40597 41,0.1429
6927,30672 31,0.1429
9853,30679 S427,0.1429
3029,30329 97,0.1429
2063,10543 41,0.1429
10824,50444 54,0.1429
9591,40637 S422,0.1429
5171,40728 48,0.1429
9835,50924 S401,0.1429
7461,60670 98,0.1429
8015,10202 S414,0.1429
9855,50327 96,0.1429
10796,50349 S401,0.1429
6882,20354 21,0.1429
7669,50703 S408,0.1429
3703,60428 66,0.1429
6409,60465 79,0.1429
3050,30479 97,0.1429
10917,40007 S422,0.1429
770,50340 96,0.1429
9894,30731 31,0.1429
9488,50442 58,0.1429
10899,50750 49,0.1429
7197,50933 93,0.1429
5292,50156 50,0.1429
9411,50190 93,0.1429
8268,30356 32,0.1429
8481,40302 85,0.1429
8655,40299 85,0.1429
7172,40026 89,0.1429
10379,50851 56,0.1429
10645,50737 54,0.1429
9404,50720 58,0.1429
10648,10434 S414,0.1429
8676,50772 56,0.1429
10260,30684 S427,0.1429
10259,60300 S409,0.1429
10453,50954 58,0.1429
9360,20323 S428,0.1429
7022,10615 58,0.1429
4748,50855 49,0.1429
4323,30692 S427,0.1429
10250,10620 57,0.1429
5366,40556 40,0.1429
6713,10012 95,0.1429
3188,60015 677,0.1429
10958,40155 S419,0.1429
3726,20499 83,0.1429
10385,10413 S429,0.1429
2251,20189 S428,0.1429
3565,30311 S429,0.1429
6197,50818 59,0.1429
10448,40738 S412,0.1429
7093,30437 33,0.1429
7217,50822 50,0.1429
3215,30353 32,0.1429
10522,60885 691,0.1429
8475,40161 42,0.1429
5923,20476 67,0.1429
9298,40597 40,0.1429
10620,40153 42,0.1429
10333,50983 S408,0.1429
10623,50362 57,0.1429
4753,30674 31,0.1429
10344,40606 41,0.1429
8211,60480 67,0.1429
1765,60595 98,0.1429
8751,61043 690,0.1429
8671,10656 65,0.1429
10974,20251 S428,0.1429
9294,61156 693,0.1429
8199,20530 28,0.1429
10306,60832 691,0.1429
8333,50321 S401,0.1429
10359,10703 58,0.1429
7178,40174 S419,0.1429
10301,50675 59,0.1429
4249,30509 36,0.1429
10295,40173 42,0.1429
7046,10490 S429,0.1429
703,30024 32,0.1429
5003,10436 S414,0.1429
10286,10073 S425,0.1429
10617,60424 S425,0.1429
8208,40527 S433,0.1429
8731,30816 31,0.1429
5646,40002 48,0.1429
1579,60500 79,0.1429
1879,20302 83,0.1429
505,30938 32,0.1429
10553,50187 56,0.1429
5946,50893 96,0.1429
9390,40234 S433,0.1429
10949,40682 41,0.1429
10161,60290 S425,0.1429
7805,30826 28,0.1429
10706,30669 S427,0.1429
3820,50916 S401,0.1429
4757,50019 50,0.1429
6373,40553 40,0.1429
10708,10297 34,0.1429
7882,40396 41,0.1429
5312,61069 98,0.1429
10554,60630 98,0.1429
7109,40056 90,0.1429
4283,50985 S408,0.1429
6316,40401 S412,0.1429
5409,40213 S433,0.1429
6002,50948 96,0.1429
4737,30747 30,0.1429
10126,20331 S428,0.1429
8773,40162 S419,0.1429
307,50196 10,0.1429
6998,60881 642,0.1429
881,50156 49,0.1429
9319,40624 S412,0.1429
10499,20024 28,0.1429
9469,20195 S428,0.1429
7281,30648 S427,0.1429
7018,10617 42,0.1429
10446,11052 S425,0.1429
4636,60552 67,0.1429
5970,40002 S422,0.1429
8639,50784 59,0.1429
7267,30514 30,0.1429
2513,40812 89,0.1429
6753,30200 S429,0.1429
2884,10629 25,0.1429
10197,10762 56,0.1429
8897,50107 57,0.1429
8154,30198 S429,0.1429
10406,20333 S428,0.1429
8755,60426 S409,0.1429
9336,40096 46,0.1429
480,40033 48,0.1429
4280,60849 95,0.1429
2449,60530 98,0.1429
8761,50642 56,0.1429
10186,60430 S409,0.1429
1565,60274 694,0.1429
1591,40198 85,0.1428
5077,10644 14,0.1428
8700,60512 95,0.1428
895,50959 93,0.1428
3345,61074 98,0.1428
9114,30784 31,0.1428
4469,30107 38,0.1428
3949,50021 50,0.1428
4711,60976 649,0.1428
6420,60567 66,0.1428
9382,60363 68,0.1428
1729,60569 67,0.1428
8851,40164 90,0.1428
932,40069 90,0.1428
3512,50792 16,0.1428
6776,20441 98,0.1428
5828,40718 90,0.1428
1554,50026 50,0.1428
3370,60324 68,0.1428
5448,50576 S408,0.1428
3123,40649 11,0.1428
1668,40734 90,0.1428
1904,60971 649,0.1428
5933,60355 68,0.1428
7419,10386 95,0.1428
5884,60838 95,0.1428
4655,60544 67,0.1428
4663,50737 S408,0.1428
4773,30345 32,0.1428
5562,40676 85,0.1428
8196,40607 85,0.1428
9716,40113 46,0.1428
9217,60588 65,0.1428
5615,60445 95,0.1428
8846,40166 90,0.1428
4006,10546 50,0.1428
7547,10418 19,0.1428
8962,40636 89,0.1428
4359,50916 16,0.1428
1539,60749 91,0.1285
2385,40012 89,0.0857
3961,50018 75,0.0857
4633,40096 89,0.0857
1403,60463 18,0.0857
3275,20438 11,0.0857
7470,60473 18,0.0857
1571,20383 11,0.0857
1352,20422 15,0.0857
1432,60464 18,0.0857
7831,50173 49,0.0714
5177,60646 98,0.0714
9366,50798 59,0.0714
7822,50326 S401,0.0714
7832,40569 S417,0.0714
2136,10804 49,0.0714
6434,40014 90,0.0714
4910,50188 56,0.0714
9357,50133 50,0.0714
10997,61020 S436,0.0714
6342,20401 S428,0.0714
9632,30584 34,0.0714
7617,10256 S405,0.0714
10901,50849 S439,0.0714
7738,20351 11,0.0714
3744,50740 49,0.0714
9624,50629 S408,0.0714
10925,40661 S412,0.0714
9458,40035 46,0.0714
6403,10423 S429,0.0714
483,40463 44,0.0714
10930,50700 54,0.0714
10966,10756 S421,0.0714
5166,60325 68,0.0714
9535,10179 68,0.0714
10957,30583 34,0.0714
9468,50553 S408,0.0714
5164,40797 85,0.0714
7702,10790 S421,0.0714
7704,20423 83,0.0714
9518,50916 59,0.0714
5152,30355 32,0.0714
9475,10595 58,0.0714
7748,10244 S405,0.0714
10945,60738 S436,0.0714
9504,40127 49,0.0714
9498,50048 50,0.0714
9490,60429 95,0.0714
7761,20194 S428,0.0714
3904,60423 S426,0.0714
9452,50154 50,0.0714
9599,20247 98,0.0714
9620,40799 S417,0.0714
7802,60616 98,0.0714
10989,50912 S401,0.0714
7800,61066 98,0.0714
7655,40644 S412,0.0714
7657,40181 S419,0.0714
7797,20464 83,0.0714
9611,30818 31,0.0714
5173,30767 31,0.0714
5062,40659 S412,0.0714
9555,40653 40,0.0714
9410,20412 98,0.0714
9575,60537 65,0.0714
1780,40004 90,0.0714
2233,40061 90,0.0714
9435,50836 56,0.0714
466,10485 S405,0.0714
7782,50081 50,0.0714
10973,40281 S417,0.0714
485,60332 677,0.0714
1197,60695 65,0.0714
344,60252 649,0.0714
6891,40072 46,0.0714
10235,40236 S417,0.0714
10209,50941 59,0.0714
1519,50108 19,0.0714
7261,10762 50,0.0714
3164,60560 65,0.0714
10222,10297 31,0.0714
6750,30737 16,0.0714
10227,40509 S417,0.0714
1629,20476 79,0.0714
7270,60465 67,0.0714
3806,50911 S439,0.0714
7039,10581 S405,0.0714
5358,40620 41,0.0714
10276,50632 57,0.0714
277,10760 10,0.0714
10281,40363 S412,0.0714
10284,50910 S439,0.0714
10673,60361 68,0.0714
5136,10789 S402,0.0714
6677,61241 677,0.0714
10711,50637 58,0.0714
4237,61128 650,0.0714
10105,60229 694,0.0714
10724,40596 40,0.0714
7314,20383 22,0.0714
10718,60817 S426,0.0714
3719,61081 98,0.0714
4821,30977 S416,0.0714
7295,40560 S417,0.0714
7277,50629 58,0.0714
10150,30797 S441,0.0714
10157,50807 58,0.0714
10699,60608 98,0.0714
6757,40739 S412,0.0714
10696,50931 58,0.0714
10693,20413 22,0.0714
7279,10764 50,0.0714
6735,60571 67,0.0714
10304,40090 S419,0.0714
10089,40659 40,0.0714
10460,20188 S428,0.0714
10431,50349 57,0.0714
6701,10031 95,0.0714
10543,40614 41,0.0714
10539,40674 40,0.0714
10442,40045 48,0.0714
10456,60447 67,0.0714
5283,30832 97,0.0714
10518,11039 S405,0.0714
5276,20224 98,0.0714
10476,40744 S440,0.0714
10483,40712 49,0.0714
10513,40556 S417,0.0714
10511,40217 S433,0.0714
1580,40008 90,0.0714
7110,20150 83,0.0714
10501,61019 S436,0.0714
1566,11036 95,0.0714
10562,50917 S439,0.0714
272,50092 50,0.0714
10368,40006 S440,0.0714
6678,40562 S417,0.0714
10625,50635 58,0.0714
10323,30631 35,0.0714
10334,50944 59,0.0714
10335,60650 98,0.0714
7181,10469 S405,0.0714
4754,50195 56,0.0714
5263,50703 54,0.0714
6694,40612 85,0.0714
5333,20197 S428,0.0714
1858,40099 49,0.0714
10600,30037 S441,0.0714
10599,60562 65,0.0714
7069,30585 36,0.0714
5274,40030 S419,0.0714
5275,40528 S433,0.0714
5421,10636 46,0.0714
7330,40051 S422,0.0714
4690,20350 S428,0.0714
9825,50345 57,0.0714
5202,40735 42,0.0714
9785,10265 S405,0.0714
9789,30796 S441,0.0714
9793,40913 48,0.0714
6924,60798 694,0.0714
4709,20524 22,0.0714
7499,10297 S429,0.0714
7480,20491 83,0.0714
9752,50435 58,0.0714
6802,40568 S417,0.0714
9831,30170 S421,0.0714
7473,30941 35,0.0714
9861,10620 54,0.0714
7457,20355 22,0.0714
5083,50177 49,0.0714
10800,50505 58,0.0714
9778,60913 691,0.0714
6922,40008 89,0.0714
5485,20342 83,0.0714
10871,50960 58,0.0714
2124,20190 S428,0.0714
9684,40037 46,0.0714
10891,30953 35,0.0714
7598,50733 56,0.0714
10888,50769 59,0.0714
6812,40787 S419,0.0714
5185,10013 95,0.0714
4887,40097 S419,0.0714
48,30588 34,0.0714
9713,40188 42,0.0714
7578,10628 35,0.0714
6482,60693 650,0.0714
406,20375 11,0.0714
10851,40710 49,0.0714
7557,30634 34,0.0714
10849,40170 S419,0.0714
9880,30277 S429,0.0714
9883,50010 49,0.0714
7332,30638 34,0.0714
10747,10752 S421,0.0714
10760,50980 54,0.0714
10020,20242 22,0.0714
10023,61138 S436,0.0714
1678,40117 S422,0.0714
3091,50455 54,0.0714
10037,50096 54,0.0714
7366,61240 677,0.0714
4855,60181 693,0.0714
7387,20186 S428,0.0714
3105,20492 83,0.0714
10060,50934 59,0.0714
7343,40078 S419,0.0714
10069,60060 S436,0.0714
7339,30571 30,0.0714
5429,50720 S408,0.0714
7338,50955 58,0.0714
10015,40645 S433,0.0714
6572,60609 98,0.0714
3307,60506 79,0.0714
10777,50441 58,0.0714
4872,40133 S417,0.0714
9926,50842 59,0.0714
10779,30949 S406,0.0714
4381,40402 S412,0.0714
7435,30917 97,0.0714
6551,20610 83,0.0714
10778,50963 58,0.0714
9953,50770 54,0.0714
10000,50784 S439,0.0714
1423,20417 S428,0.0714
10772,50987 54,0.0714
9982,10619 42,0.0714
335,40096 48,0.0714
3079,60425 S436,0.0714
7395,10421 S429,0.0714
9995,50835 56,0.0714
4742,50033 50,0.0714
9735,20329 25,0.0714
594,40017 46,0.0714
8413,50808 58,0.0714
9152,30774 31,0.0714
8020,61105 691,0.0714
4507,20265 98,0.0714
9278,50430 58,0.0714
9274,40356 S412,0.0714
6321,60566 65,0.0714
8192,50322 57,0.0714
4026,20166 25,0.0714
3668,20163 25,0.0714
2321,10547 50,0.0714
6225,20476 95,0.0714
2370,50941 58,0.0714
9064,50910 59,0.0714
8969,60282 694,0.0714
8349,30499 S429,0.0714
6184,50152 50,0.0714
7952,50912 S439,0.0714
2369,40055 90,0.0714
5842,20409 22,0.0714
606,40691 85,0.0714
8341,50448 54,0.0714
8340,60448 98,0.0714
8016,60594 98,0.0714
9078,60624 98,0.0714
6329,20225 98,0.0714
8118,40624 41,0.0714
8519,61075 98,0.0714
9137,40091 46,0.0714
8522,61132 98,0.0714
8431,10052 95,0.0714
8665,30434 97,0.0714
8428,30168 S421,0.0714
8529,61064 98,0.0714
4572,40541 S417,0.0714
8532,50756 49,0.0714
7960,50637 S408,0.0714
8425,30937 32,0.0714
8952,50529 59,0.0714
6328,20381 21,0.0714
8407,50525 59,0.0714
8202,30960 28,0.0714
8204,60653 98,0.0714
9007,20380 22,0.0714
9218,30500 S429,0.0714
8772,10835 S429,0.0714
4035,30801 32,0.0714
671,50031 50,0.0714
3558,50370 75,0.0714
7925,20326 25,0.0714
6007,40161 S419,0.0714
6014,60529 65,0.0714
9198,50447 54,0.0714
7930,50192 54,0.0714
8592,30106 32,0.0714
9023,40190 S417,0.0714
8789,30326 S429,0.0714
8603,50571 S408,0.0714
8059,10252 S405,0.0714
8599,10581 S402,0.0714
8237,30706 S427,0.0714
6238,20321 83,0.0714
8768,50149 50,0.0714
8205,50051 S401,0.0714
8613,20230 98,0.0714
8748,50915 S401,0.0714
9245,50788 S439,0.0714
3562,40405 41,0.0714
5826,40061 S419,0.0714
9053,30871 S427,0.0714
2570,50491 93,0.0714
5732,10247 S405,0.0714
8987,40632 42,0.0714
8360,60687 65,0.0714
2610,50035 50,0.0714
8811,40615 85,0.0714
8760,30848 S416,0.0714
8569,60187 S436,0.0714
8999,40046 S419,0.0714
8362,50938 58,0.0714
8575,60497 67,0.0714
4525,20345 11,0.0714
834,61043 649,0.0714
6119,50090 50,0.0714
9095,30620 S416,0.0714
9126,50445 54,0.0714
8129,50451 54,0.0714
2406,20407 22,0.0714
8929,10629 58,0.0714
8160,40043 46,0.0714
8928,10629 31,0.0714
9123,30869 28,0.0714
8889,40776 S422,0.0714
8141,40093 46,0.0714
2281,20409 21,0.0714
6090,10636 42,0.0714
4100,20142 83,0.0714
5781,40719 48,0.0714
4616,60959 74,0.0714
7851,30481 97,0.0714
9315,50786 S439,0.0714
8321,40214 S433,0.0714
4059,60590 98,0.0714
9117,20354 11,0.0714
9118,40212 S417,0.0714
8006,30749 31,0.0714
9098,20166 S428,0.0714
5701,40360 40,0.0714
8485,10618 S404,0.0714
8916,40738 S440,0.0714
986,60451 95,0.0714
6338,40666 85,0.0714
2456,20344 11,0.0714
7995,60649 98,0.0714
6135,20348 11,0.0714
8472,40088 48,0.0714
3915,10832 S402,0.0714
8864,10545 42,0.0714
8314,10028 95,0.0714
8893,40216 S433,0.0714
6073,61021 S436,0.0714
6200,30029 S441,0.0714
5972,30647 31,0.0714
8781,50344 S401,0.0
5302,40425 S417,0.0
5277,40722 46,0.0
2376,50591 S408,0.0
8257,40166 S419,0.0
8782,40688 S422,0.0
10443,50805 S408,0.0
4337,30484 97,0.0
8258,10654 S409,0.0
8259,50493 96,0.0
8690,50070 S401,0.0
7134,10157 S409,0.0
8763,30681 S427,0.0
7133,60955 691,0.0
10452,10787 S425,0.0
8757,10280 S405,0.0
10551,60714 S426,0.0
6704,40601 S412,0.0
1573,60601 694,0.0
8260,50493 93,0.0
10457,10071 S425,0.0
8308,10910 S404,0.0
7130,40113 S419,0.0
3258,60467 18,0.0
8241,40811 89,0.0
10413,20179 S428,0.0
7137,40005 S422,0.0
7136,40005 90,0.0
8247,40401 S440,0.0
10423,10755 S421,0.0
10424,30646 31,0.0
8692,20404 S428,0.0
10421,60295 S425,0.0
10560,50987 S408,0.0
8777,40021 S422,0.0
10561,50503 S439,0.0
2363,40691 S412,0.0
10427,50191 S437,0.0
7149,50799 S437,0.0
180,40423 S417,0.0
8243,50722 S408,0.0
10556,30792 S441,0.0
1849,40811 S419,0.0
5313,40539 S417,0.0
7152,50863 58,0.0
10432,50456 54,0.0
6696,50632 96,0.0
10417,10476 S405,0.0
10433,50777 59,0.0
8769,30598 34,0.0
8693,20404 25,0.0
6695,50332 96,0.0
7080,30505 S406,0.0
8249,40293 S433,0.0
8780,20252 S428,0.0
3800,62023 676,0.0
8766,50618 S439,0.0
10414,10445 S414,0.0
8250,40666 40,0.0
10548,50806 S437,0.0
201,40240 43,0.0
6720,30931 S406,0.0
10506,60235 694,0.0
10529,30606 34,0.0
6712,60225 694,0.0
6710,50367 S439,0.0
8284,50017 50,0.0
10530,30955 S406,0.0
8305,40422 S417,0.0
8721,50932 S437,0.0
1586,50729 S408,0.0
8722,40604 41,0.0
4511,40178 S419,0.0
8281,30663 S427,0.0
10498,40027 S419,0.0
8306,50438 S408,0.0
10497,60516 S426,0.0
8699,50130 96,0.0
7111,30861 28,0.0
7114,50593 54,0.0
10528,50319 S401,0.0
10527,30015 S441,0.0
1574,20458 98,0.0
4947,40650 S440,0.0
6140,10536 S405,0.0
10519,20165 25,0.0
6138,40646 S440,0.0
10515,50489 96,0.0
10521,30967 S406,0.0
8303,30773 28,0.0
1581,61046 677,0.0
6142,40362 40,0.0
10523,10562 S428,0.0
7096,60547 67,0.0
6144,10596 S404,0.0
10524,10562 S409,0.0
8704,40595 S412,0.0
10510,50635 S408,0.0
10509,30800 S441,0.0
8716,20258 82,0.0
6715,30847 S406,0.0
5917,10297 S402,0.0
10492,50634 S401,0.0
4269,40747 S412,0.0
10491,40358 S412,0.0
10475,50685 S408,0.0
7119,20383 21,0.0
8270,20362 82,0.0
4332,40906 85,0.0
10471,30725 S427,0.0
8741,50731 S408,0.0
10469,10582 S421,0.0
3257,50490 S437,0.0
2567,60874 641,0.0
8744,20327 S428,0.0
10545,30636 34,0.0
8712,10652 S409,0.0
4942,50947 S437,0.0
8747,50770 S408,0.0
10546,40747 S440,0.0
10463,10615 S404,0.0
10462,50865 59,0.0
8697,10760 50,0.0
7085,50566 S408,0.0
10477,50191 S408,0.0
10540,50627 S408,0.0
10490,10402 S405,0.0
10537,40420 S417,0.0
10538,40661 S440,0.0
8307,10206 S414,0.0
10489,60224 694,0.0
7116,50034 50,0.0
10487,10475 S405,0.0
10486,30590 S406,0.0
7118,40009 S419,0.0
6150,50488 S437,0.0
10484,60631 98,0.0
10541,30733 S427,0.0
8735,10065 S404,0.0
10481,50325 S401,0.0
10480,40186 S419,0.0
6708,50837 56,0.0
10493,50587 S408,0.0
9333,30504 S406,0.0
5115,50914 59,0.0
10274,30941 S416,0.0
3803,40134 S419,0.0
651,20520 82,0.0
4132,30477 S427,0.0
8858,10490 S402,0.0
7230,11028 S425,0.0
10267,60234 S414,0.0
10266,50357 57,0.0
10265,40110 S422,0.0
4485,40401 40,0.0
4351,40544 S417,0.0
7231,10100 S414,0.0
1866,40161 92,0.0
8177,60683 S436,0.0
8176,60397 S409,0.0
1531,50322 96,0.0
3730,60819 694,0.0
10255,40024 S419,0.0
8865,30337 S429,0.0
10253,10412 S402,0.0
5361,30025 S441,0.0
3811,50637 S437,0.0
10273,40165 42,0.0
8178,40018 S419,0.0
8236,50374 96,0.0
5887,60714 641,0.0
8836,50197 56,0.0
10296,30017 S441,0.0
8837,40665 S440,0.0
10294,40564 S417,0.0
8838,60396 S425,0.0
7210,40504 S417,0.0
10291,50795 S401,0.0
8190,60500 67,0.0
10289,40001 S422,0.0
10288,30344 S406,0.0
6187,40905 S412,0.0
2345,60428 95,0.0
4751,60652 98,0.0
5890,61286 641,0.0
8845,10546 41,0.0
8184,10482 S405,0.0
8182,40614 85,0.0
10280,30449 S427,0.0
1543,30691 97,0.0
10278,40176 42,0.0
4587,10561 S405,0.0
8170,50814 58,0.0
2627,40511 S417,0.0
10248,60255 S414,0.0
10247,40667 40,0.0
8881,50931 S437,0.0
10221,40561 S440,0.0
10220,61197 691,0.0
644,20370 82,0.0
8884,50936 58,0.0
6198,50801 58,0.0
8886,50942 S437,0.0
10215,50241 56,0.0
10214,60200 690,0.0
8887,50969 49,0.0
5876,60816 S426,0.0
10210,40727 S422,0.0
8890,30453 S427,0.0
10207,40047 S419,0.0
8892,50365 57,0.0
10205,61122 S426,0.0
10204,40391 S412,0.0
5105,10242 S405,0.0
4743,50936 S437,0.0
10201,10534 S429,0.0
8895,50321 96,0.0
645,50997 93,0.0
10224,40555 S412,0.0
5880,20602 98,0.0
10237,10419 S402,0.0
8868,30667 S427,0.0
10245,40085 S419,0.0
10244,30036 S441,0.0
10243,40177 S419,0.0
10242,20247 22,0.0
8869,30650 S427,0.0
10240,60980 694,0.0
4484,60402 S425,0.0
10238,40717 S422,0.0
10236,40160 S419,0.0
10226,50966 S437,0.0
8871,30646 S427,0.0
10234,30952 S406,0.0
10233,60401 S409,0.0
5881,60003 690,0.0
10231,40026 48,0.0
5373,50572 S408,0.0
6191,60499 67,0.0
8874,60888 S426,0.0
6196,50999 49,0.0
10298,40364 S412,0.0
10299,40566 S417,0.0
10300,50598 S408,0.0
10356,10656 S409,0.0
2598,60893 S436,0.0
10377,50192 S408,0.0
3220,50916 S439,0.0
10375,20326 S428,0.0
10374,40593 S412,0.0
6686,40114 S422,0.0
3216,50173 10,0.0
4833,10395 S402,0.0
10370,60403 S409,0.0
10369,30802 S441,0.0
8803,50593 S408,0.0
8218,10798 S414,0.0
7177,40722 48,0.0
8216,50611 54,0.0
10364,40553 S417,0.0
6183,30596 30,0.0
10362,60395 S409,0.0
10361,30583 S406,0.0
5907,50934 58,0.0
8810,10024 95,0.0
10358,30661 S441,0.0
8800,50009 49,0.0
10564,61268 S436,0.0
8224,50358 96,0.0
8792,50376 96,0.0
10405,50787 S401,0.0
7160,20420 22,0.0
5321,40600 S412,0.0
10401,11052 S409,0.0
10400,60867 S426,0.0
8231,20411 22,0.0
10398,30540 S427,0.0
6170,40095 S419,0.0
10396,50313 S401,0.0
3225,60233 S414,0.0
10382,50997 S437,0.0
1856,50417 55,0.0
3224,20388 82,0.0
4756,60222 694,0.0
7167,50243 56,0.0
10389,40131 S419,0.0
4755,60651 98,0.0
257,10657 S405,0.0
2358,50377 57,0.0
10383,40102 49,0.0
5341,30689 S427,0.0
10354,30724 S427,0.0
10302,60514 S425,0.0
10353,40596 S440,0.0
10324,10758 S421,0.0
661,30336 71,0.0
8201,50345 S401,0.0
10321,40651 S412,0.0
7200,10411 S429,0.0
10318,40646 S412,0.0
7202,30724 31,0.0
10316,40729 48,0.0
7203,50583 S408,0.0
8827,50590 S408,0.0
10313,50483 S408,0.0
8828,60502 67,0.0
10311,20001 S428,0.0
7205,30019 S441,0.0
10309,50569 S408,0.0
4346,60628 98,0.0
8198,50935 S437,0.0
8831,60469 18,0.0
10305,11039 S421,0.0
8833,40707 49,0.0
10303,10582 S402,0.0
6680,30773 S427,0.0
10326,50654 54,0.0
10327,60273 694,0.0
1559,20539 28,0.0
3392,20381 11,0.0
10351,30789 S427,0.0
10349,40153 S419,0.0
10348,60733 S426,0.0
10347,10745 S405,0.0
5113,30883 31,0.0
10345,50105 S401,0.0
8209,61001 S426,0.0
10343,50915 S439,0.0
10341,20346 22,0.0
7195,50328 S401,0.0
5346,30013 S441,0.0
10339,50628 S408,0.0
10338,60510 S425,0.0
4128,50724 676,0.0
10336,61143 S436,0.0
4002,50638 93,0.0
10332,60789 694,0.0
8821,50358 57,0.0
5350,10790 S402,0.0
2355,40801 S412,0.0
10593,40805 S419,0.0
10565,40039 S422,0.0
8412,30465 S427,0.0
1724,50492 96,0.0
10858,40862 41,0.0
10857,30448 S427,0.0
10856,40608 41,0.0
10855,30368 S406,0.0
6909,51001 54,0.0
8549,11022 S409,0.0
10852,60873 S426,0.0
6104,10760 56,0.0
10850,60264 694,0.0
8408,30973 S406,0.0
10848,40007 48,0.0
8552,60445 S409,0.0
3313,30704 S427,0.0
6914,60778 690,0.0
6920,60627 98,0.0
2482,11022 S425,0.0
2394,40676 S412,0.0
10840,60136 S426,0.0
10839,20180 S428,0.0
8403,50190 S437,0.0
10860,40613 S412,0.0
8547,40051 S419,0.0
10836,60392 S425,0.0
6905,50427 59,0.0
10885,50932 58,0.0
10884,40771 S419,0.0
8538,10201 S414,0.0
10882,40200 S433,0.0
6900,40730 48,0.0
41,60257 649,0.0
8421,60804 S436,0.0
10878,40653 S412,0.0
10877,50481 S408,0.0
8540,40091 S422,0.0
796,50216 53,0.0
6903,50459 54,0.0
10873,40031 46,0.0
10872,40426 S417,0.0
